patch_number,cb1,cb2,cb3,cb4,cb5,cb6,cb7,cb8,contrast,dissimilarity,homogeneity,ASM,energy,correlation,t1f1b1,t1f1b2,t1f1b3,t1f1b4,t1f1b5,t1f1b6,t1f1b7,t1f1b8,t1f1b9,t1f1b10,t1f1b11,t1f1b12,t1f1b13,t1f1b14,t1f1b15,t1f1b16,t1f1b17,t1f1b18,t1f1b19,t1f1b20,t1f2b1,t1f2b2,t1f2b3,t1f2b4,t1f2b5,t1f2b6,t1f2b7,t1f2b8,t1f2b9,t1f2b10,t1f2b11,t1f2b12,t1f2b13,t1f2b14,t1f2b15,t1f2b16,t1f2b17,t1f2b18,t1f2b19,t1f2b20,t2f1b1,t2f1b2,t2f1b3,t2f1b4,t2f1b5,t2f1b6,t2f1b7,t2f1b8,t2f1b9,t2f1b10,t2f1b11,t2f1b12,t2f1b13,t2f1b14,t2f1b15,t2f1b16,t2f1b17,t2f1b18,t2f1b19,t2f1b20,t2f2b1,t2f2b2,t2f2b3,t2f2b4,t2f2b5,t2f2b6,t2f2b7,t2f2b8,t2f2b9,t2f2b10,t2f2b11,t2f2b12,t2f2b13,t2f2b14,t2f2b15,t2f2b16,t2f2b17,t2f2b18,t2f2b19,t2f2b20,t3f1b1,t3f1b2,t3f1b3,t3f1b4,t3f1b5,t3f1b6,t3f1b7,t3f1b8,t3f1b9,t3f1b10,t3f1b11,t3f1b12,t3f1b13,t3f1b14,t3f1b15,t3f1b16,t3f1b17,t3f1b18,t3f1b19,t3f1b20,t3f2b1,t3f2b2,t3f2b3,t3f2b4,t3f2b5,t3f2b6,t3f2b7,t3f2b8,t3f2b9,t3f2b10,t3f2b11,t3f2b12,t3f2b13,t3f2b14,t3f2b15,t3f2b16,t3f2b17,t3f2b18,t3f2b19,t3f2b20,t4f1b1,t4f1b2,t4f1b3,t4f1b4,t4f1b5,t4f1b6,t4f1b7,t4f1b8,t4f1b9,t4f1b10,t4f1b11,t4f1b12,t4f1b13,t4f1b14,t4f1b15,t4f1b16,t4f1b17,t4f1b18,t4f1b19,t4f1b20,t4f2b1,t4f2b2,t4f2b3,t4f2b4,t4f2b5,t4f2b6,t4f2b7,t4f2b8,t4f2b9,t4f2b10,t4f2b11,t4f2b12,t4f2b13,t4f2b14,t4f2b15,t4f2b16,t4f2b17,t4f2b18,t4f2b19,t4f2b20,d0l2b1,d0l2b2,d0l2b3,d0l2b4,d0l2b5,d0l3b1,d0l3b2,d0l3b3,d0l3b4,d0l3b5,d0l4b1,d0l4b2,d0l4b3,d0l4b4,d0l4b5,d0l5b1,d0l5b2,d0l5b3,d0l5b4,d0l5b5,d0l6b1,d0l6b2,d0l6b3,d0l6b4,d0l6b5,d0l7b1,d0l7b2,d0l7b3,d0l7b4,d0l7b5,d45l2b1,d45l2b2,d45l2b3,d45l2b4,d45l2b5,d45l3b1,d45l3b2,d45l3b3,d45l3b4,d45l3b5,d45l4b1,d45l4b2,d45l4b3,d45l4b4,d45l4b5,d45l5b1,d45l5b2,d45l5b3,d45l5b4,d45l5b5,d45l6b1,d45l6b2,d45l6b3,d45l6b4,d45l6b5,d45l7b1,d45l7b2,d45l7b3,d45l7b4,d45l7b5,d90l2b1,d90l2b2,d90l2b3,d90l2b4,d90l2b5,d90l3b1,d90l3b2,d90l3b3,d90l3b4,d90l3b5,d90l4b1,d90l4b2,d90l4b3,d90l4b4,d90l4b5,d90l5b1,d90l5b2,d90l5b3,d90l5b4,d90l5b5,d90l6b1,d90l6b2,d90l6b3,d90l6b4,d90l6b5,d90l7b1,d90l7b2,d90l7b3,d90l7b4,d90l7b5,d135l2b1,d135l2b2,d135l2b3,d135l2b4,d135l2b5,d135l3b1,d135l3b2,d135l3b3,d135l3b4,d135l3b5,d135l4b1,d135l4b2,d135l4b3,d135l4b4,d135l4b5,d135l5b1,d135l5b2,d135l5b3,d135l5b4,d135l5b5,d135l6b1,d135l6b2,d135l6b3,d135l6b4,d135l6b5,d135l7b1,d135l7b2,d135l7b3,d135l7b4,d135l7b5
Cancer_1_11,0,0,0,0,0.007080078,0.407714844,0.555908203,0.029296875,1446.003443,29.4721928,0.034559093,0.000235128,0.015333892,0.208473877,0,0,0,0,0,0,0,0,0,1,4089,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1942,1978,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1701,2227,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4082,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1950,1981,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1730,2205,120,0,0,0,0,0,0,5,9,22,17,51,5,6,22,21,35,0,0,6,7,13,0,0,1,3,7,0,1,0,0,0,0,0,0,0,1,8,8,34,30,81,0,1,12,7,20,0,0,2,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10,21,23,45,1,6,12,16,45,0,0,7,3,6,0,0,3,2,4,0,0,1,0,2,0,0,0,0,1,8,11,30,29,75,1,0,3,5,16,0,0,3,1,3,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0
Cancer_1_12,0,0,0,0,0.006347656,0.492675781,0.480957031,0.020019531,1346.474841,29.09242585,0.031649792,0.000235023,0.015330461,0.177445647,0,0,0,0,0,0,0,0,0,4,4079,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,87,2302,1626,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2060,1909,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4081,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2317,1654,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2066,1909,84,0,0,0,0,0,0,4,9,27,63,59,1,8,18,37,61,0,2,5,13,19,0,6,0,10,12,0,0,0,2,4,0,0,0,0,3,3,19,30,82,80,0,5,4,33,36,0,1,0,5,19,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,5,20,27,60,62,1,7,23,43,61,0,6,1,18,27,0,0,0,10,11,0,0,0,1,7,0,0,0,0,0,5,15,35,81,129,0,7,4,26,29,0,0,1,9,8,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
Cancer_1_13,0,0,0,0,0.012939453,0.590820313,0.387695313,0.008544922,1230.439089,27.6970339,0.039877162,0.000249611,0.015799088,0.17169793,0,0,0,0,0,0,0,0,0,1,4084,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,2633,1299,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2419,1556,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4089,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2670,1286,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2417,1564,41,0,0,0,0,0,0,5,13,32,52,93,6,5,15,43,63,5,4,9,20,27,0,0,0,6,10,0,0,1,4,8,0,0,0,1,3,10,9,48,84,118,5,7,8,19,44,1,0,0,7,21,0,0,0,2,5,0,0,0,1,1,0,0,0,0,0,7,10,25,54,75,2,7,20,49,70,5,2,9,14,27,1,1,3,4,13,0,1,0,2,8,0,0,0,1,3,11,13,35,85,151,3,5,7,24,43,1,0,5,3,15,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
Cancer_1_14,0,0,0,0,0.017578125,0.525634766,0.430419922,0.026367188,1514.545551,30.04978814,0.03573168,0.000230184,0.015171807,0.198632599,0,0,0,0,0,0,0,0,0,15,4060,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,2395,1449,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2169,1706,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2412,1464,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2194,1681,122,0,0,0,0,0,0,3,7,4,23,58,3,2,7,19,46,1,0,3,9,17,0,0,0,1,8,0,0,0,0,1,0,0,0,0,2,6,5,14,35,84,1,0,0,7,24,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,12,26,54,2,0,5,18,47,1,1,0,3,16,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,5,4,10,36,84,3,0,4,9,21,0,0,0,0,8,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
Cancer_1_15,0,0,0,0,0.019042969,0.506103516,0.461425781,0.013427734,1397.337129,28.78945975,0.036726913,0.000253188,0.015911884,0.114774907,0,0,0,0,0,0,0,0,0,4,4079,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,2421,1507,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2107,1822,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4084,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,2371,1543,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,4015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2094,1830,64,0,0,0,0,0,0,4,0,5,14,50,0,3,11,6,16,1,0,0,2,12,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,5,9,12,59,0,0,4,3,14,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,7,9,30,2,3,2,5,21,1,0,1,1,12,0,0,3,2,6,0,0,0,0,5,0,0,0,0,0,2,3,10,11,48,0,0,3,2,16,0,0,0,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Cancer_1_16,0,0,0,0,0.009521484,0.511230469,0.457519531,0.021728516,1289.970339,27.34533898,0.038327675,0.000248559,0.015765759,0.200338923,0,0,0,0,0,0,0,0,0,8,4067,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2413,1492,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,4026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2159,1776,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4081,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2429,1518,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2147,1794,99,0,0,0,0,0,0,4,13,21,55,55,0,6,13,41,43,1,0,1,10,17,0,1,2,1,7,0,0,0,0,7,0,0,0,0,1,3,13,22,61,76,0,0,1,22,30,0,0,1,7,9,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,1,14,25,30,50,1,5,13,33,49,0,0,0,17,23,0,1,1,7,6,0,0,0,1,4,0,0,0,0,1,4,10,28,67,77,0,1,7,18,30,0,2,0,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Cancer_1_17,0,0,0,0,0.016601563,0.441650391,0.502441406,0.039306641,1806.266684,33.71159958,0.029852159,0.00021002,0.014492062,0.177476364,0,0,0,0,0,0,0,0,0,4,4077,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2065,1771,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1855,1992,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4075,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2072,1790,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1842,2009,157,0,0,0,0,0,0,7,13,12,15,40,2,8,8,15,43,1,1,2,7,8,0,1,0,1,5,0,0,0,0,0,0,0,0,0,1,6,16,17,29,66,1,1,2,5,20,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,22,55,5,8,21,11,35,0,2,0,3,6,0,0,1,0,2,0,0,0,1,4,0,0,0,0,1,6,13,13,25,67,2,3,0,5,18,0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
Cancer_1_18,0,0,0,0,0.031005859,0.411621094,0.510253906,0.047119141,2377.083686,37.1684322,0.030133499,0.000207635,0.014409554,0.023704421,0,0,0,0,0,0,0,0,0,7,4068,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,1951,1786,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,1701,2031,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4015,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,1947,1767,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,1702,2038,198,0,0,0,0,0,0,2,14,8,13,38,0,9,6,11,36,0,2,0,0,9,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,2,20,15,19,46,0,0,2,3,24,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,9,11,10,32,1,11,8,15,32,0,0,1,1,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,17,14,16,57,0,3,1,4,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_19,0,0,0,0,0.005859375,0.507324219,0.46875,0.018066406,1320.432733,28.53177966,0.039619678,0.000240423,0.015505594,0.211986868,0,0,0,0,0,0,0,0,0,0,4087,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2344,1609,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2125,1856,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2392,1595,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2118,1860,81,0,0,0,0,0,0,9,14,23,38,49,9,12,27,36,44,3,1,4,10,14,2,1,2,13,6,0,0,0,2,4,0,0,1,0,1,16,19,41,75,91,2,4,8,26,20,0,1,2,7,7,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,12,16,29,53,73,11,10,12,40,39,2,2,5,16,15,0,1,2,4,3,0,0,0,2,4,0,0,3,1,0,16,18,22,71,96,4,4,13,18,15,1,0,4,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Cancer_1_20,0,0,0,0,0.016601563,0.384277344,0.561767578,0.037353516,1974.099311,33.8403072,0.029648052,0.00021777,0.014757025,0.091273274,0,0,0,0,0,0,0,0,0,0,4072,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1886,1955,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,4016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1641,2204,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4050,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,1896,1949,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1628,2234,155,0,0,0,0,0,0,4,7,17,14,18,1,2,12,11,27,0,0,2,4,8,0,0,0,2,4,0,0,1,1,3,0,0,0,0,1,3,7,15,23,53,0,0,2,5,10,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,6,18,16,26,0,5,8,10,23,0,0,1,7,6,0,0,0,1,2,0,0,0,1,2,0,0,0,0,1,3,6,18,23,53,0,0,0,7,8,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
Cancer_1_21,0,0,0,0,0.0078125,0.523193359,0.44921875,0.019775391,1264.555614,27.75052966,0.040019852,0.000234743,0.015321309,0.267222531,0,0,0,0,0,0,0,0,0,1,4087,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2388,1536,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2173,1778,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4083,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2389,1577,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2166,1787,90,0,0,0,0,0,0,11,22,44,33,49,3,23,36,47,55,1,10,9,31,10,0,2,2,14,5,0,2,1,2,3,0,0,3,1,1,8,42,58,69,89,2,9,17,40,25,0,0,11,13,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,8,18,35,47,38,2,18,29,37,45,3,11,18,16,18,0,3,5,12,6,0,1,1,7,6,0,0,1,4,0,11,36,69,69,71,1,15,16,31,19,0,3,5,16,8,0,1,2,7,3,0,0,0,1,1,0,0,0,0,0
Cancer_1_22,0,0,0,0,0.005615234,0.477050781,0.496337891,0.020996094,1297.923199,28.16684322,0.035950152,0.0002359,0.015359028,0.24189019,0,0,0,0,0,0,0,0,0,3,4078,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2263,1682,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2009,1956,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4085,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2260,1699,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2015,1946,100,0,0,0,0,0,0,5,8,15,50,51,4,6,18,34,45,2,0,4,17,9,1,0,1,4,5,0,0,0,4,6,0,0,0,2,1,10,12,24,68,71,2,0,7,22,25,0,0,0,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,8,9,29,55,44,5,9,10,23,40,3,1,5,14,12,0,0,3,4,10,0,0,0,5,0,0,0,0,1,3,9,12,26,64,75,2,0,6,23,26,1,0,2,6,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Cancer_1_23,0,0,0,0,0.017333984,0.512451172,0.451416016,0.018798828,1538.566208,30.50158898,0.034942717,0.000226747,0.015058124,0.157569386,0,0,0,0,0,0,0,0,0,0,4078,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,2337,1535,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2123,1785,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4075,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,2378,1508,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2135,1789,81,0,0,0,0,0,0,9,13,14,33,38,9,6,13,36,42,3,4,4,14,15,0,0,1,2,5,0,1,0,1,2,0,0,0,1,0,15,14,26,62,54,3,3,7,17,27,0,3,0,2,3,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,12,10,21,40,51,7,7,7,33,36,2,1,4,17,12,0,3,3,4,5,0,0,0,1,3,0,0,1,0,1,18,16,19,50,57,0,5,5,21,29,0,0,1,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_24,0,0,0,0,0.006347656,0.538574219,0.434326172,0.020751953,1317.048994,28.42929025,0.037149684,0.000240038,0.015493151,0.224221308,0,0,0,0,0,0,0,0,0,7,4080,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2463,1458,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2232,1711,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4065,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2493,1437,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,4033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2244,1712,94,0,0,0,0,0,0,12,36,46,40,58,2,24,24,35,48,0,5,16,15,13,0,3,6,3,10,0,2,1,1,4,0,0,0,0,1,7,40,60,69,108,0,15,14,15,31,0,0,5,4,5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,10,37,51,41,61,3,29,24,44,54,1,7,10,11,22,0,2,4,2,4,0,1,1,0,2,0,0,1,0,0,9,51,46,59,97,1,6,17,22,18,0,2,5,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_25,0,0,0,0,0.032226563,0.435302734,0.499755859,0.032714844,2219.369439,37.03840042,0.028884506,0.000206197,0.014359578,0.094836896,0,0,0,0,0,0,0,0,0,3,4072,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,2025,1745,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,3994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,1788,1986,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4046,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,1999,1733,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,1811,1981,143,0,0,0,0,0,0,3,0,3,14,19,3,1,1,11,18,0,0,0,6,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,2,19,31,3,0,0,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,11,25,5,0,2,12,14,1,0,0,4,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5,0,1,20,28,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_26,0,0,0,0,0.0078125,0.414550781,0.55078125,0.026855469,1508.467426,30.53204449,0.036662757,0.000214438,0.014643714,0.272437703,0,0,0,0,0,0,0,0,0,0,4090,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1964,1956,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1735,2190,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4091,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1942,1989,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1746,2179,113,0,0,0,0,0,0,1,10,19,23,29,1,3,20,16,20,0,0,3,7,18,0,0,1,4,4,0,0,0,2,0,0,0,0,1,0,2,7,37,47,48,0,0,2,9,16,0,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,11,25,28,37,2,1,17,23,22,0,1,4,13,13,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,2,7,25,37,57,0,0,9,9,11,0,0,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_27,0,0,0,0,0.026367188,0.504638672,0.451171875,0.017822266,1708.321769,32.24337924,0.033214948,0.000218296,0.014774837,0.16907388,0,0,0,0,0,0,0,0,0,9,4076,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,2280,1582,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,4012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2052,1820,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4081,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,2250,1618,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,2086,1805,69,0,0,0,0,0,0,2,2,17,11,49,1,1,11,4,32,1,0,1,10,12,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,3,2,19,12,52,0,0,4,3,14,0,0,2,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,4,4,10,15,36,0,0,5,6,36,0,0,6,5,13,0,0,1,0,5,0,0,2,0,3,0,0,0,0,0,3,2,17,15,67,1,0,5,6,22,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cancer_1_28,0,0,0,0,0.016113281,0.516601563,0.441894531,0.025390625,1801.196504,33.69756356,0.029425352,0.000213492,0.01461135,0.115947044,0,0,0,0,0,0,0,0,0,4,4071,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,2322,1568,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2117,1772,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4076,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,2350,1538,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2140,1743,120,0,0,0,0,0,0,1,14,37,26,65,2,12,30,30,49,0,5,5,12,20,0,1,4,4,9,0,0,0,0,7,0,0,0,1,0,2,22,43,57,77,0,1,14,18,40,0,0,1,1,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,17,41,36,44,0,10,23,32,41,0,2,9,8,22,0,1,0,3,20,0,0,0,1,8,0,0,0,0,1,2,20,44,56,95,0,4,4,13,29,0,0,7,2,12,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0
